movieId,title,avgVote,releaseYear,genres
174733,Metro,6.500000,2013,Action:Thriller
174772,Europa Report,6.100000,2013,Science Fiction:Thriller
175112,The Pirate Fairy,6.900000,2014,Animation:Fantasy:Family
175291,Cheap Thrills,6.300000,2013,Comedy:Thriller
175528,Baggage Claim,6.500000,2013,Comedy
175574,Free Birds,6.100000,2013,Animation:Comedy:Family
175774,Ruby Red,6.400000,2013,Adventure:Fantasy:Science Fiction:Family
176068,+1,5.200000,2013,Science Fiction:Thriller
176983,One Piece Movie 12 : Z,7.900000,2012,Action:Adventure:Animation
177221,The Battery,6.400000,2012,Drama:Horror
177271,Lego Batman: The Movie - DC Superheroes Unite,6.200000,2013,Adventure:Animation:Family
177494,Veronica Mars,6.500000,2014,Comedy:Crime:Drama
177699,Alan Partridge: Alpha Papa,6.400000,2013,Comedy
177888,Teen Beach Movie,6.000000,2013,Music:Family
178446,Generation War,8.600000,2013,Drama:War
178682,The Wizards Return: Alex vs. Alex,7.300000,2013,Adventure:Comedy:Drama
178809,The Colony,5.300000,2013,Action:Horror:Science Fiction
179144,The Great Beauty,7.200000,2013,Comedy:Drama
179538,Witching & Bitching,5.400000,2013,Comedy:Horror
179826,Odd Thomas,6.600000,2013,Mystery:Thriller
180147,We Are The Nobles,6.800000,2013,Comedy
180296,They Came Together,5.400000,2014,Comedy
180299,The Raid 2,8.100000,2014,Action:Crime:Thriller
180371,Vai Que Dá Certo,6.400000,2013,Comedy
180894,Ninja: Shadow of a Tear,6.900000,2013,Action:Crime:Thriller
180948,Vehicle 19,5.100000,2013,Thriller
181009,Saving General Yang,6.300000,2013,Action:Adventure:History
181330,Kevin Hart: Let Me Explain,7.300000,2013,Comedy:Documentary
181886,Enemy,6.200000,2013,Mystery:Thriller
182127,Ip Man: The Final Fight,6.300000,2013,Action:Drama
182219,Serial Teachers,5.200000,2013,Comedy
182246,11.6,5.400000,2013,Drama:Thriller
183011,Justice League: The Flashpoint Paradox,6.800000,2013,Action:Adventure:Animation
183836,The Brats,6.500000,2013,Comedy
184098,Think Like a Man Too,7.300000,2014,Comedy:Romance
184125,Assault on Wall Street,5.900000,2013,Action:Drama:Thriller
184219,Pee Mak Phrakanong,7.800000,2013,Comedy:Romance
184314,Young & Beautiful,6.800000,2013,Drama
184315,Hercules,6.200000,2014,Action:Adventure
184345,A Haunted House 2,5.500000,2014,Comedy:Horror
184352,Tom at the Farm,6.000000,2013,Drama
185008,Yeh Jawaani Hai Deewani,6.700000,2013,Romance
185267,The Human Race,4.900000,2014,Action:Horror:Science Fiction
185460,Willow Creek,5.800000,2014,Adventure:Horror:Mystery:Thriller
185567,Zulu,6.900000,2013,Crime:Drama:Thriller
185574,Louis C.K.: Oh My God,7.200000,2013,Comedy
186161,The Gilded Cage,7.200000,2013,Comedy
186606,iSteve,5.100000,2013,Comedy
186992,Stranger by the Lake,6.100000,2013,Drama:Suspense
187017,22 Jump Street,7.700000,2014,Action:Comedy:Crime
187022,A Touch of Sin,6.300000,2013,Drama
187596,Walk of Shame,5.600000,2014,Comedy
188161,A Million Ways to Die in the West,6.100000,2014,Comedy:Western
188166,Blue Ruin,6.700000,2013,Thriller
188183,Finding Mr. Right,6.500000,2013,Comedy:Romance
188207,The Legend of Hercules,4.800000,2014,Action:Adventure
189197,The Pacific,7.800000,2010,Action:Adventure:Drama:History:War
190847,The Last Days on Mars,5.300000,2013,Horror:Science Fiction:Thriller
190880,"Me, Myself and Mum",6.700000,2013,Comedy
190955,Blood Ties,6.500000,2013,Crime:Drama:Thriller
191121,Raanjhanaa,6.400000,2013,Drama:Romance
191148,Top of the Lake,8.000000,2013,Crime:Drama
191421,So Young,6.300000,2013,Drama:Romance
191714,The Lunchbox,7.400000,2013,Drama:Romance
191720,Jodorowsky's Dune,8.200000,2013,Documentary
192102,3 Days to Kill,6.200000,2014,Action:Crime:Drama:Thriller
192132,Palo Alto,6.800000,2014,Drama:Romance
192134,Dom Hemingway,6.000000,2013,Comedy:Crime:Drama
192136,Mandela: Long Walk to Freedom,7.100000,2013,Drama:History
192145,Third Person,5.900000,2013,Drama:Romance
192149,The Two Faces of January,5.900000,2014,Thriller
192538,Hammer of the Gods,4.700000,2013,Action:Adventure:History
192577,Space Pirate Captain Harlock,6.600000,2013,Animation:Science Fiction
193610,The Other Woman,6.200000,2014,Comedy:Romance
193612,The Quiet Ones,5.700000,2014,Horror
193613,Metallica: Through the Never,6.800000,2013,Music
193756,Lone Survivor,7.600000,2013,Action:Drama:Thriller:War
193893,Let's Be Cops,7.400000,2014,Comedy
194101,The Selfish Giant,7.500000,2013,Drama
194523,Blind Detective,6.500000,2013,Comedy:Crime:Drama
195269,12 Rounds 2: Reloaded,5.900000,2013,Action:Adventure:Thriller
195300,"The Chef, The Actor, The Scoundrel",7.000000,2013,Action:Comedy
195423,Caboclo Western,5.300000,2013,Crime:Drama:Western:Romance
195589,Neighbors,6.400000,2014,Comedy
196024,The Keeper of Lost Causes,7.600000,2013,Crime:Mystery:Thriller
196325,American Dreams in China,7.000000,2013,Drama
196750,Ghost in the Shell Arise - Border 1: Ghost Pain,7.500000,2013,Action:Animation:Science Fiction
196830,Stranded,4.200000,2013,Horror:Science Fiction
197082,Venus in Fur,6.500000,2014,Drama
197624,AE Apocalypse Earth,4.900000,2013,Action:Science Fiction
197796,Beauty and the Beast,6.300000,2014,Fantasy:Romance
198062,Coffee Town,6.700000,2013,Comedy
198185,Million Dollar Arm,7.000000,2014,Drama:Sport
198210,Evidence,5.600000,2013,Horror:Mystery:Thriller
198277,Begin Again,7.600000,2013,Comedy:Drama:Music:Romance
198287,After the Dark,5.900000,2013,Drama:Fantasy:Science Fiction:Thriller
198375,The Garden of Words,7.700000,2013,Animation:Romance
198663,The Maze Runner,7.900000,2014,Action:Mystery:Science Fiction:Thriller
198677,SAGA: Curse of the Shadow,4.800000,2013,Action:Adventure:Fantasy
199373,The Frozen Ground,6.400000,2013,Crime:Thriller
199420,Pawn Shop Chronicles,5.500000,2013,Action:Comedy
199534,Wolf Creek 2,6.300000,2013,Horror:Thriller
199584,"Secretly, Greatly",6.300000,2013,Action:Comedy:Drama
199591,Penthouse North,6.200000,2013,Drama:Thriller
199643,The Big Bad Wolf,6.100000,2013,Comedy
199753,Tom and Jerry's Giant Adventure,2.100000,2013,Animation:Family
200085,The Flu,7.100000,2013,Action:Drama:Science Fiction
200462,Hansel & Gretel,5.300000,2013,Horror
200505,Draft Day,6.600000,2014,Drama:Sport
200713,9 Month Stretch,6.700000,2013,Comedy
200823,Fonzy,5.600000,2013,Comedy
201086,Cuban Fury,6.100000,2014,Comedy
201676,My Little Pony: Equestria Girls,7.800000,2013,Animation
201749,Mr. Morgan's Last Love,6.800000,2013,Comedy:Drama
201847,Compulsion,5.300000,2013,Drama:Thriller
202220,Badges of Fury,5.000000,2013,Action:Comedy:Crime
202575,The House of Magic,7.000000,2013,Adventure:Animation:Fantasy:Family
203217,Minha Mãe é uma Peça: O Filme,7.000000,2013,Comedy
203665,Paris à tout prix,5.800000,2013,Comedy
203696,Scooby-Doo! Stage Fright,5.500000,2013,Adventure:Animation:Family
203739,Vampire Academy,5.700000,2014,Action:Comedy:Fantasy:Horror:Mystery
203793,Stalingrad,5.300000,2013,Action:War
203819,Tracks,6.500000,2013,Adventure:Drama
203833,The Book Thief,7.600000,2013,Drama
204082,Homefront,6.600000,2013,Action:Thriller
204349,Contracted,5.500000,2013,Horror:Thriller
204435,Krrish 3,6.500000,2013,Action:Science Fiction
204553,Cold Eyes,7.500000,2013,Action:Crime
204668,Belle and Sebastian,6.500000,2013,Adventure
204765,Prêt à Tout,5.700000,2014,Comedy
205022,Chennai Express,6.400000,2013,Action:Comedy:Romance
205220,Philomena,7.600000,2013,Drama
205321,Sharknado,4.000000,2013,Horror
205601,Belle,7.700000,2014,Drama
205724,Welcome to the Jungle,5.100000,2014,Comedy
205891,The Demented,4.900000,2013,Drama:Horror:Thriller
206260,The Rooftop,6.100000,2013,Action:Comedy:Drama
206324,Bhaag Milkha Bhaag,7.900000,2013,Drama:History
206408,Chinese Puzzle,6.400000,2013,Comedy:Drama:Romance
206419,Red Line,5.300000,2013,Thriller
207768,I Spit On Your Grave 2,6.700000,2013,Crime:Horror:Thriller
208134,Jackass Presents: Bad Grandpa,6.400000,2013,Comedy
208277,Wetlands,5.200000,2013,Comedy:Drama
208869,Plastic,6.800000,2014,Action:Comedy:Crime:Drama
209049,Tiny Times,4.800000,2013,Comedy:Drama:Romance
209185,The Grand Seduction,6.900000,2013,Comedy
209244,Are You Here,5.900000,2014,Comedy
209247,The Art of the Steal,6.500000,2013,Comedy:Crime
209249,The Love Punch,6.200000,2013,Comedy
209262,Parkland,6.100000,2013,Drama:Mystery:Thriller
209263,Enough Said,6.900000,2013,Comedy:Drama:Romance
209274,Ida,6.700000,2013,Drama
209276,Starred Up,7.400000,2013,Drama
209350,Le Week-End,6.400000,2013,Comedy:Drama
209355,The French Minister,5.700000,2013,Comedy
209361,One Chance,5.900000,2013,Comedy:Drama:Music
209403,Bad Words,6.400000,2013,Comedy
209406,The Right Kind of Wrong,5.300000,2013,Comedy:Romance
209410,Shuddh Desi Romance,7.300000,2013,Comedy:Drama:Romance
209451,Jersey Boys,7.100000,2014,Drama:Music
209504,Bounty Killer,5.700000,2013,Action:Science Fiction:Suspense
209901,Nothing Left to Fear,4.100000,2013,Horror
210024,An Adventure in Space and Time,7.800000,2013,Drama
210047,Cold Comes the Night,5.700000,2014,Crime:Drama:Thriller
210479,Locke,6.900000,2014,Drama:Thriller
210577,Gone Girl,8.600000,2014,Drama:Mystery:Thriller
210908,All Cheerleaders Die,5.400000,2013,Comedy:Horror:Thriller
210911,Rigor Mortis,6.000000,2013,Action:Drama:Horror
210947,Afflicted,6.400000,2013,Horror:Thriller
211067,The Sacrament,6.200000,2013,Horror:Mystery:Suspense:Thriller
211387,Marvel One-Shot: Agent Carter,7.900000,2013,Action:Adventure:Fantasy:Science Fiction
211449,Riddick: Blindsided,7.300000,2013,Action:Animation:Science Fiction
211954,Instructions Not Included,7.900000,2013,Comedy:Drama
212231,Kid Cannabis,6.400000,2014,Drama
212716,What If,7.000000,2014,Comedy:Drama:Romance
212778,Chef,7.500000,2014,Comedy
213015,Unbeatable,7.000000,2013,Action:Drama
213121,Toy Story of Terror!,7.600000,2013,Animation:Comedy:Family
214030,Fading Gigolo,6.100000,2013,Comedy
214075,Words and Pictures,6.900000,2014,Comedy:Drama:Romance
214314,Bears,7.900000,2014,Documentary:Family
214597,Fright Night 2: New Blood,4.500000,2013,Comedy:Horror
215211,Grace of Monaco,6.300000,2014,Drama:Romance
215776,Madras Cafe,7.500000,2013,Thriller
215814,Forbidden Ground,6.700000,2013,Action:Drama:War
215830,Open Grave,5.800000,2014,Horror:Mystery:Thriller
215848,Family United,5.600000,2013,Comedy
216282,Into the Storm,6.400000,2014,Action:Thriller
217923,Young Detective Dee: Rise of the Sea Dragon,5.800000,2013,Action:Adventure:Crime:Fantasy
217993,Justice League: War,7.300000,2014,Animation
218836,Planes: Fire & Rescue,6.500000,2014,Adventure:Animation:Comedy:Family
219318,The Volcano,5.000000,2013,Comedy
219572,Police Story 2013,6.000000,2013,Action:Crime:Drama:Thriller
220286,Grand Piano,6.000000,2014,Mystery:Thriller
220289,Coherence,7.000000,2013,Science Fiction:Thriller
222216,Special ID,6.100000,2013,Action:Crime:Drama
222899,About Last Night,6.300000,2014,Comedy:Romance
222935,The Fault in Our Stars,8.200000,2014,Drama:Romance
224815,Skinwalker Ranch,5.200000,2013,Horror:Science Fiction:Thriller
224908,Embrace of the Vampire,6.500000,2013,Horror
225565,That Awkward Moment,6.100000,2014,Comedy:Romance
225574,Non-Stop,7.100000,2014,Action:Mystery:Thriller
225703,The Starving Games,4.700000,2013,Comedy
225886,Sex Tape,6.200000,2014,Comedy
226486,Tammy,5.200000,2014,Comedy
226857,Endless Love,6.800000,2014,Drama:Romance
226936,Aspirante vedovo,4.500000,2013,Comedy
227094,The Returned,6.500000,2013,Drama:Horror:Thriller
227156,The Giver,6.700000,2014,Drama:Science Fiction
227348,Paranormal Activity: The Marked Ones,5.900000,2014,Horror:Thriller
227359,Force of Execution,5.800000,2013,Action:Crime
227700,Mindscape,6.100000,2013,Drama:Thriller
227707,The Adventurer: The Curse of the Midas Box,5.400000,2013,Adventure:Fantasy:Family
227783,The Nut Job,5.800000,2014,Adventure:Animation:Comedy:Family
228150,Fury,8.900000,2014,Action:Drama:War
228194,The Hundred-Foot Journey,7.800000,2014,Drama
228202,Meu Passado me Condena,6.500000,2013,Comedy
229296,Justin Bieber's Believe,8.400000,2013,Documentary:Music
229297,Magic in the Moonlight,6.800000,2014,Comedy:Drama:Romance
229405,Panic in the Mailroom,8.200000,2013,Animation:Family
229407,Puppy,8.400000,2013,Animation:Family:Short
229408,Training Wheels,8.000000,2013,Animation:Comedy:Family
230158,Aziz Ansari: Buried Alive,8.000000,2013,Comedy
230222,Tarzan,6.100000,2013,Action:Adventure:Animation:Family
230896,Iron Man & Hulk: Heroes United,5.600000,2013,Action:Adventure:Animation
231176,Sole a catinelle,6.900000,2013,Comedy
231474,The Hunters,3.500000,2013,Adventure
231576,Wish I Was Here,8.000000,2014,Comedy:Drama
232672,Blended,6.900000,2014,Comedy
233063,"F*ck You, Goethe",7.700000,2013,Comedy
233112,The White Storm,6.600000,2013,Action:Crime:Drama:Mystery
233470,Jamesy Boy,7.300000,2014,Crime:Drama:Romance:Family
235260,Son of God,6.000000,2014,Drama
236735,La isla mínima,8.900000,2014,Suspense
236737,Spanish Affair,6.800000,2014,Comedy:Romance
236751,Heaven Is for Real,6.300000,2014,Drama
237791,The Way He Looks,8.900000,2014,Drama:Romance
238589,Enemies Closer,5.400000,2013,Action:Thriller
238603,Earth to Echo,5.800000,2014,Adventure:Science Fiction:Family
238636,The Purge: Anarchy,7.000000,2014,Horror:Thriller
239471,Bonnie and Clyde,6.800000,2013,Crime:Drama
239562,The Single Moms Club,5.400000,2014,Comedy:Drama
239678,This Is Where I Leave You,6.700000,2014,Comedy
239877,The Mafia Only Kills in Summer,7.400000,2013,Comedy
240510,Stromberg - Der Film,8.300000,2014,Comedy
240832,Lucy,6.700000,2014,Action:Science Fiction
240916,Reasonable Doubt,6.200000,2014,Crime:Thriller
241254,The Prince,5.600000,2014,Action:Thriller
241842,Dead Snow 2,6.600000,2014,Action:Comedy:Horror
241875,Jamais le premier soir,5.200000,2014,Comedy:Romance
242022,The Inbetweeners 2,6.300000,2014,Comedy
242042,Barefoot,8.000000,2014,Comedy:Drama:Romance
242076,The Bag Man,5.900000,2014,Crime:Drama:Thriller
242090,The One I Love,7.500000,2014,Comedy:Drama:Romance
242095,The Signal,6.100000,2014,Science Fiction:Thriller
242310,Rage,5.500000,2014,Action:Crime:Thriller
242643,Batman: Assault on Arkham,7.900000,2014,Action:Animation:Crime:Thriller
242661,Not My Day,6.600000,2014,Comedy
242673,16 ans ou presque,4.600000,2013,Comedy
243531,Freezer,5.800000,2014,Action:Thriller
243683,Step Up All In,7.800000,2014,Drama:Music:Romance
243935,Rob the Mob,6.300000,2014,Crime:Drama
244114,Firestorm,6.500000,2013,Action:Crime
244237,Jai Ho,6.600000,2014,Action:Drama
244509,Cold in July,6.800000,2014,Drama:Thriller
244566,Life after Beth,5.700000,2014,Comedy:Horror:Romance
244610,The Den,6.000000,2013,Horror:Suspense:Thriller
244688,The Hungover Games,4.800000,2014,Comedy
244786,Whiplash,9.000000,2014,Drama:Music
245775,Yves Saint Laurent,6.300000,2014,Drama
245859,God Help the Girl,6.100000,2014,Comedy:Drama:Music
246320,"The Three Brothers , the return",5.100000,2014,Comedy
247645,Queen,8.300000,2014,Comedy:Foreign
248390,Le Crocodile du Botswanga,4.700000,2014,Comedy
248504,Sharknado 2: The Second One,5.400000,2014,Horror:Science Fiction:Thriller
248507,Superchondriac,5.700000,2014,Comedy
248611,Mea Culpa,7.200000,2014,Action:Thriller
248774,Obvious Child,5.900000,2014,Comedy:Romance
249021,Android Cop,4.000000,2014,Action:Science Fiction
249164,If I Stay,8.000000,2014,Drama
249397,Nymphomaniac: Vol. II,6.700000,2013,Drama:Mystery
249660,God's Not Dead,6.400000,2014,Drama
249923,Someone Marry Barry,5.800000,2014,Comedy
250219,I Can Quit Whenever I Want,7.000000,2014,Comedy
250349,Barbecue,5.900000,2014,Comedy
250546,Annabelle,6.600000,2014,Horror
250551,Gunday,5.000000,2014,Action:Crime:Drama
250766,Life Itself,8.000000,2014,Documentary
251519,Son of Batman,7.000000,2014,Action:Adventure:Animation
251768,JLA Adventures: Trapped in Time,5.300000,2014,Action:Animation:Science Fiction
252607,Fiston,6.000000,2014,Comedy
252680,Moms' Night Out,5.600000,2014,Comedy
253370,Vaterfreuden,6.600000,2014,Comedy
253687,Smart Ass,7.100000,2014,Comedy:Drama
254191,Honeymoon,6.500000,2014,Horror
254473,Brick Mansions,5.900000,2014,Action:Crime:Drama
254904,The November Man,6.200000,2014,Action:Crime:Thriller
255268,Bad Asses,5.400000,2014,Action
255913,Situation Amoureuse : C'est Compliqué,6.000000,2014,Comedy
256092,Drive Hard,4.500000,2014,Action:Comedy:Crime
256274,"As Above, So Below",6.600000,2014,Horror:Thriller
256284,Apocalypse Pompeii,6.300000,2014,Action:Adventure
256474,In the Blood,6.300000,2014,Action:Crime:Thriller
256731,Bad Country,6.000000,2014,Action:Crime:Drama
257346,Avengers Confidential: Black Widow & Punisher,6.100000,2014,Action:Animation:Science Fiction
258086,The Damned,6.500000,2014,Horror:Mystery:Thriller
258193,Alien Abduction,4.900000,2014,Horror:Science Fiction:Thriller
258216,Nymphomaniac: Vol. I,6.300000,2013,Drama
258251,Ironclad 2: Battle for Blood,6.400000,2014,Action:Adventure
259018,Behaving Badly,5.300000,2014,Comedy
259720,2 States,6.700000,2014,Drama:Romance
260063,Seal Team Eight: Behind Enemy Lines,5.200000,2014,Action:Drama:War
262338,Good People,6.300000,2014,Action:Crime:Thriller
262391,What Did We Do to Deserve This?,7.200000,2014,Comedy
262543,Autómata,6.200000,2014,Science Fiction:Thriller
262551,Babysitting,7.500000,2014,Comedy
264656,The Homesman,7.000000,2014,Drama:Western
268508,The Mummy Resurrected,4.300000,2014,Horror
269650,Appleseed Alpha,6.800000,2014,Action:Animation:Science Fiction
272692,The Possession of Michael King,6.100000,2014,Horror
273641,Jackass Presents: Bad Grandpa .5,6.000000,2014,Comedy
276690,Street Fighter: Assassin's Fist,7.300000,2014,Action:Adventure:Drama:Thriller
276935,Ek Villain,6.700000,2014,Action:Thriller:Romance
278427,Family Guy Presents: It's a Trap!,7.100000,2010,Animation:Comedy:Fantasy:Science Fiction
280690,Kick,6.900000,2014,Action:Comedy:Romance
283384,The Calling,6.100000,2014,Thriller
284427,Who Am I - No System is Safe,8.100000,2014,Thriller
285423,Jarhead 2: Field of Fire,6.600000,2014,Action:War
286554,Two Night Stand,7.000000,2014,Comedy:Romance
